,xB,t,Q2,phi,deg/rad,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
512,0.501,-0.0926,4.53,127.5,deg,d4SigUU,0.00195,nb GeV^-4,0.00016,+0.000062/-0.000084,Hall A,e-,8.85,p,0.93827208816
513,0.501,-0.0926,4.53,142.5,deg,d4SigUU,0.00215,nb GeV^-4,0.00016,+0.000076/-0.000088,Hall A,e-,8.85,p,0.93827208816
514,0.501,-0.0926,4.53,157.5,deg,d4SigUU,0.00194,nb GeV^-4,0.00016,+0.000059/-0.000110,Hall A,e-,8.85,p,0.93827208816
515,0.501,-0.0926,4.53,172.5,deg,d4SigUU,0.0019,nb GeV^-4,0.00016,+0.000090/-0.000098,Hall A,e-,8.85,p,0.93827208816
516,0.501,-0.0926,4.53,187.5,deg,d4SigUU,0.00208,nb GeV^-4,0.00018,+0.000150/-0.000062,Hall A,e-,8.85,p,0.93827208816
517,0.501,-0.0926,4.53,202.5,deg,d4SigUU,0.0025,nb GeV^-4,0.00019,+0.000210/-0.000110,Hall A,e-,8.85,p,0.93827208816
518,0.501,-0.0926,4.53,217.5,deg,d4SigUU,0.00229,nb GeV^-4,0.00019,+0.000071/-0.000160,Hall A,e-,8.85,p,0.93827208816
519,0.501,-0.0926,4.53,232.5,deg,d4SigUU,0.00249,nb GeV^-4,0.00018,+0.000120/-0.000120,Hall A,e-,8.85,p,0.93827208816
520,0.501,-0.0926,4.53,247.5,deg,d4SigUU,0.00233,nb GeV^-4,0.00018,+0.000071/-0.000110,Hall A,e-,8.85,p,0.93827208816
521,0.501,-0.0926,4.53,262.5,deg,d4SigUU,0.00284,nb GeV^-4,0.00019,+0.000099/-0.000180,Hall A,e-,8.85,p,0.93827208816
522,0.501,-0.0926,4.53,277.5,deg,d4SigUU,0.00292,nb GeV^-4,0.00019,+0.000092/-0.000180,Hall A,e-,8.85,p,0.93827208816
523,0.501,-0.0926,4.53,292.5,deg,d4SigUU,0.00303,nb GeV^-4,0.0002,+0.000110/-0.000160,Hall A,e-,8.85,p,0.93827208816
524,0.501,-0.0926,4.53,307.5,deg,d4SigUU,0.0025,nb GeV^-4,0.0002,+0.000100/-0.000140,Hall A,e-,8.85,p,0.93827208816
525,0.501,-0.0926,4.53,322.5,deg,d4SigUU,0.00296,nb GeV^-4,0.00024,+0.000130/-0.000110,Hall A,e-,8.85,p,0.93827208816
526,0.501,-0.0926,4.53,337.5,deg,d4SigUU,0.00292,nb GeV^-4,0.00028,+0.000140/-0.000130,Hall A,e-,8.85,p,0.93827208816
527,0.501,-0.0926,4.53,352.5,deg,d4SigUU,0.00274,nb GeV^-4,0.0003,+0.000170/-0.000085,Hall A,e-,8.85,p,0.93827208816
528,0.504,-0.154,4.56,7.5,deg,d4SigUU,0.00224,nb GeV^-4,0.00043,+0.000190/-0.000100,Hall A,e-,8.85,p,0.93827208816
529,0.504,-0.154,4.56,22.5,deg,d4SigUU,0.00287,nb GeV^-4,0.0004,+0.000100/-0.000250,Hall A,e-,8.85,p,0.93827208816
530,0.504,-0.154,4.56,37.5,deg,d4SigUU,0.00189,nb GeV^-4,0.00028,+0.000130/-0.000064,Hall A,e-,8.85,p,0.93827208816
531,0.504,-0.154,4.56,52.5,deg,d4SigUU,0.00178,nb GeV^-4,0.00021,+0.000080/-0.000150,Hall A,e-,8.85,p,0.93827208816
532,0.504,-0.154,4.56,67.5,deg,d4SigUU,0.00184,nb GeV^-4,0.00018,+0.000075/-0.000082,Hall A,e-,8.85,p,0.93827208816
533,0.504,-0.154,4.56,82.5,deg,d4SigUU,0.002,nb GeV^-4,0.00017,+0.000072/-0.000078,Hall A,e-,8.85,p,0.93827208816
534,0.504,-0.154,4.56,97.5,deg,d4SigUU,0.00166,nb GeV^-4,0.00016,+0.000110/-0.000064,Hall A,e-,8.85,p,0.93827208816
535,0.504,-0.154,4.56,112.5,deg,d4SigUU,0.00187,nb GeV^-4,0.00016,+0.000056/-0.000120,Hall A,e-,8.85,p,0.93827208816
536,0.504,-0.154,4.56,127.5,deg,d4SigUU,0.00177,nb GeV^-4,0.00016,+0.000096/-0.000057,Hall A,e-,8.85,p,0.93827208816
537,0.504,-0.154,4.56,142.5,deg,d4SigUU,0.0016,nb GeV^-4,0.00015,+0.000069/-0.000062,Hall A,e-,8.85,p,0.93827208816
538,0.504,-0.154,4.56,157.5,deg,d4SigUU,0.00187,nb GeV^-4,0.00016,+0.000069/-0.000075,Hall A,e-,8.85,p,0.93827208816
539,0.504,-0.154,4.56,172.5,deg,d4SigUU,0.00185,nb GeV^-4,0.00017,+0.000120/-0.000150,Hall A,e-,8.85,p,0.93827208816
540,0.504,-0.154,4.56,187.5,deg,d4SigUU,0.00214,nb GeV^-4,0.00018,+0.000088/-0.000065,Hall A,e-,8.85,p,0.93827208816
541,0.504,-0.154,4.56,202.5,deg,d4SigUU,0.00198,nb GeV^-4,0.00019,+0.000100/-0.000100,Hall A,e-,8.85,p,0.93827208816
542,0.504,-0.154,4.56,217.5,deg,d4SigUU,0.00196,nb GeV^-4,0.00019,+0.000071/-0.000110,Hall A,e-,8.85,p,0.93827208816
543,0.504,-0.154,4.56,232.5,deg,d4SigUU,0.00197,nb GeV^-4,0.00018,+0.000130/-0.000062,Hall A,e-,8.85,p,0.93827208816
544,0.504,-0.154,4.56,247.5,deg,d4SigUU,0.00205,nb GeV^-4,0.00018,+0.000110/-0.000073,Hall A,e-,8.85,p,0.93827208816
545,0.504,-0.154,4.56,262.5,deg,d4SigUU,0.00213,nb GeV^-4,0.00018,+0.000140/-0.000100,Hall A,e-,8.85,p,0.93827208816
546,0.504,-0.154,4.56,277.5,deg,d4SigUU,0.00228,nb GeV^-4,0.00018,+0.000110/-0.000091,Hall A,e-,8.85,p,0.93827208816
547,0.504,-0.154,4.56,292.5,deg,d4SigUU,0.00242,nb GeV^-4,0.00019,+0.000110/-0.000100,Hall A,e-,8.85,p,0.93827208816
548,0.504,-0.154,4.56,307.5,deg,d4SigUU,0.00244,nb GeV^-4,0.00022,+0.000076/-0.000190,Hall A,e-,8.85,p,0.93827208816
549,0.504,-0.154,4.56,322.5,deg,d4SigUU,0.00232,nb GeV^-4,0.00029,+0.000080/-0.000099,Hall A,e-,8.85,p,0.93827208816
550,0.504,-0.154,4.56,337.5,deg,d4SigUU,0.00219,nb GeV^-4,0.00037,+0.000220/-0.000200,Hall A,e-,8.85,p,0.93827208816
551,0.504,-0.154,4.56,352.5,deg,d4SigUU,0.00234,nb GeV^-4,0.00044,+0.000120/-0.000170,Hall A,e-,8.85,p,0.93827208816
552,0.506,-0.216,4.57,7.5,deg,d4SigUU,0.00179,nb GeV^-4,0.00059,+0.000200/-0.000160,Hall A,e-,8.85,p,0.93827208816
553,0.506,-0.216,4.57,22.5,deg,d4SigUU,0.00256,nb GeV^-4,0.00053,+0.000230/-0.000200,Hall A,e-,8.85,p,0.93827208816
554,0.506,-0.216,4.57,37.5,deg,d4SigUU,0.00221,nb GeV^-4,0.00035,+0.000096/-0.000200,Hall A,e-,8.85,p,0.93827208816
555,0.506,-0.216,4.57,52.5,deg,d4SigUU,0.00215,nb GeV^-4,0.00027,+0.000140/-0.000150,Hall A,e-,8.85,p,0.93827208816
556,0.506,-0.216,4.57,67.5,deg,d4SigUU,0.00152,nb GeV^-4,0.00019,+0.000068/-0.000100,Hall A,e-,8.85,p,0.93827208816
557,0.506,-0.216,4.57,82.5,deg,d4SigUU,0.0014,nb GeV^-4,0.00017,+0.000046/-0.000065,Hall A,e-,8.85,p,0.93827208816
558,0.506,-0.216,4.57,97.5,deg,d4SigUU,0.00127,nb GeV^-4,0.00016,+0.000071/-0.000039,Hall A,e-,8.85,p,0.93827208816
559,0.506,-0.216,4.57,112.5,deg,d4SigUU,0.00165,nb GeV^-4,0.00016,+0.000051/-0.000064,Hall A,e-,8.85,p,0.93827208816
560,0.506,-0.216,4.57,127.5,deg,d4SigUU,0.00129,nb GeV^-4,0.00015,+0.000120/-0.000043,Hall A,e-,8.85,p,0.93827208816
561,0.506,-0.216,4.57,142.5,deg,d4SigUU,0.00186,nb GeV^-4,0.00017,+0.000069/-0.000110,Hall A,e-,8.85,p,0.93827208816
562,0.506,-0.216,4.57,157.5,deg,d4SigUU,0.00161,nb GeV^-4,0.00016,+0.000063/-0.000057,Hall A,e-,8.85,p,0.93827208816
563,0.506,-0.216,4.57,172.5,deg,d4SigUU,0.00181,nb GeV^-4,0.00017,+0.000058/-0.000089,Hall A,e-,8.85,p,0.93827208816
564,0.506,-0.216,4.57,187.5,deg,d4SigUU,0.00223,nb GeV^-4,0.00019,+0.000100/-0.000130,Hall A,e-,8.85,p,0.93827208816
565,0.506,-0.216,4.57,202.5,deg,d4SigUU,0.00212,nb GeV^-4,0.00019,+0.000150/-0.000075,Hall A,e-,8.85,p,0.93827208816
566,0.506,-0.216,4.57,217.5,deg,d4SigUU,0.00206,nb GeV^-4,0.0002,+0.000130/-0.000120,Hall A,e-,8.85,p,0.93827208816
567,0.506,-0.216,4.57,232.5,deg,d4SigUU,0.00208,nb GeV^-4,0.00019,+0.000094/-0.000094,Hall A,e-,8.85,p,0.93827208816
568,0.506,-0.216,4.57,247.5,deg,d4SigUU,0.00223,nb GeV^-4,0.00019,+0.000100/-0.000097,Hall A,e-,8.85,p,0.93827208816
569,0.506,-0.216,4.57,262.5,deg,d4SigUU,0.00218,nb GeV^-4,0.00019,+0.000089/-0.000120,Hall A,e-,8.85,p,0.93827208816
570,0.506,-0.216,4.57,277.5,deg,d4SigUU,0.00189,nb GeV^-4,0.00018,+0.000110/-0.000064,Hall A,e-,8.85,p,0.93827208816
571,0.506,-0.216,4.57,292.5,deg,d4SigUU,0.00191,nb GeV^-4,0.0002,+0.000076/-0.000070,Hall A,e-,8.85,p,0.93827208816
572,0.506,-0.216,4.57,307.5,deg,d4SigUU,0.002,nb GeV^-4,0.00025,+0.000085/-0.000130,Hall A,e-,8.85,p,0.93827208816
573,0.506,-0.216,4.57,322.5,deg,d4SigUU,0.00174,nb GeV^-4,0.00034,+0.000160/-0.000110,Hall A,e-,8.85,p,0.93827208816
574,0.506,-0.216,4.57,337.5,deg,d4SigUU,0.00183,nb GeV^-4,0.00047,+0.000270/-0.000074,Hall A,e-,8.85,p,0.93827208816
575,0.506,-0.216,4.57,352.5,deg,d4SigUU,0.00131,nb GeV^-4,0.00059,+0.000049/-0.000110,Hall A,e-,8.85,p,0.93827208816
576,0.508,-0.305,4.59,7.5,deg,d4SigUU,0.00192,nb GeV^-4,0.00084,+0.000091/-0.000260,Hall A,e-,8.85,p,0.93827208816
577,0.508,-0.305,4.59,22.5,deg,d4SigUU,0.00189,nb GeV^-4,0.00063,+0.000340/-0.000120,Hall A,e-,8.85,p,0.93827208816
578,0.508,-0.305,4.59,37.5,deg,d4SigUU,0.000749,nb GeV^-4,0.00035,+0.000100/-0.000110,Hall A,e-,8.85,p,0.93827208816
579,0.508,-0.305,4.59,52.5,deg,d4SigUU,0.00106,nb GeV^-4,0.00021,+0.000150/-0.000044,Hall A,e-,8.85,p,0.93827208816
580,0.508,-0.305,4.59,67.5,deg,d4SigUU,0.00103,nb GeV^-4,0.00016,+0.000037/-0.000095,Hall A,e-,8.85,p,0.93827208816
581,0.508,-0.305,4.59,82.5,deg,d4SigUU,0.00126,nb GeV^-4,0.00014,+0.000080/-0.000055,Hall A,e-,8.85,p,0.93827208816
582,0.508,-0.305,4.59,97.5,deg,d4SigUU,0.00125,nb GeV^-4,0.00013,+0.000079/-0.000055,Hall A,e-,8.85,p,0.93827208816
583,0.508,-0.305,4.59,112.5,deg,d4SigUU,0.00136,nb GeV^-4,0.00011,+0.000065/-0.000073,Hall A,e-,8.85,p,0.93827208816
584,0.508,-0.305,4.59,127.5,deg,d4SigUU,0.00127,nb GeV^-4,0.00011,+0.000048/-0.000039,Hall A,e-,8.85,p,0.93827208816
585,0.508,-0.305,4.59,142.5,deg,d4SigUU,0.00134,nb GeV^-4,0.00011,+0.000057/-0.000050,Hall A,e-,8.85,p,0.93827208816
586,0.508,-0.305,4.59,157.5,deg,d4SigUU,0.00167,nb GeV^-4,0.00013,+0.000054/-0.000064,Hall A,e-,8.85,p,0.93827208816
587,0.508,-0.305,4.59,172.5,deg,d4SigUU,0.00154,nb GeV^-4,0.00013,+0.000076/-0.000055,Hall A,e-,8.85,p,0.93827208816
588,0.508,-0.305,4.59,187.5,deg,d4SigUU,0.00146,nb GeV^-4,0.00013,+0.000048/-0.000130,Hall A,e-,8.85,p,0.93827208816
589,0.508,-0.305,4.59,202.5,deg,d4SigUU,0.00194,nb GeV^-4,0.00014,+0.000066/-0.000077,Hall A,e-,8.85,p,0.93827208816
590,0.508,-0.305,4.59,217.5,deg,d4SigUU,0.00186,nb GeV^-4,0.00014,+0.000063/-0.000120,Hall A,e-,8.85,p,0.93827208816
591,0.508,-0.305,4.59,232.5,deg,d4SigUU,0.00171,nb GeV^-4,0.00013,+0.000110/-0.000079,Hall A,e-,8.85,p,0.93827208816
592,0.508,-0.305,4.59,247.5,deg,d4SigUU,0.00161,nb GeV^-4,0.00013,+0.000052/-0.000070,Hall A,e-,8.85,p,0.93827208816
593,0.508,-0.305,4.59,262.5,deg,d4SigUU,0.00148,nb GeV^-4,0.00013,+0.000060/-0.000110,Hall A,e-,8.85,p,0.93827208816
594,0.508,-0.305,4.59,277.5,deg,d4SigUU,0.00178,nb GeV^-4,0.00015,+0.000054/-0.000088,Hall A,e-,8.85,p,0.93827208816
595,0.508,-0.305,4.59,292.5,deg,d4SigUU,0.00146,nb GeV^-4,0.00017,+0.000074/-0.000091,Hall A,e-,8.85,p,0.93827208816
596,0.508,-0.305,4.59,307.5,deg,d4SigUU,0.0018,nb GeV^-4,0.00024,+0.000073/-0.000100,Hall A,e-,8.85,p,0.93827208816
597,0.508,-0.305,4.59,322.5,deg,d4SigUU,0.00228,nb GeV^-4,0.00036,+0.000160/-0.000190,Hall A,e-,8.85,p,0.93827208816
598,0.508,-0.305,4.59,337.5,deg,d4SigUU,0.00209,nb GeV^-4,0.00059,+0.000087/-0.000260,Hall A,e-,8.85,p,0.93827208816
599,0.508,-0.305,4.59,352.5,deg,d4SigUU,0.00167,nb GeV^-4,0.00069,+0.000270/-0.000094,Hall A,e-,8.85,p,0.93827208816
600,0.482,-0.03,5.33,7.5,deg,d4SigUU,0.00423,nb GeV^-4,0.00029,+0.000320/-0.000140,Hall A,e-,8.85,p,0.93827208816
601,0.482,-0.03,5.33,22.5,deg,d4SigUU,0.00398,nb GeV^-4,0.00029,+0.000160/-0.000130,Hall A,e-,8.85,p,0.93827208816
602,0.482,-0.03,5.33,37.5,deg,d4SigUU,0.00366,nb GeV^-4,0.00026,+0.000140/-0.000160,Hall A,e-,8.85,p,0.93827208816
603,0.482,-0.03,5.33,52.5,deg,d4SigUU,0.0041,nb GeV^-4,0.00028,+0.000140/-0.000210,Hall A,e-,8.85,p,0.93827208816
604,0.482,-0.03,5.33,67.5,deg,d4SigUU,0.00309,nb GeV^-4,0.00025,+0.000260/-0.000160,Hall A,e-,8.85,p,0.93827208816
605,0.482,-0.03,5.33,82.5,deg,d4SigUU,0.00335,nb GeV^-4,0.00025,+0.000150/-0.000120,Hall A,e-,8.85,p,0.93827208816
606,0.482,-0.03,5.33,97.5,deg,d4SigUU,0.00288,nb GeV^-4,0.00024,+0.000190/-0.000120,Hall A,e-,8.85,p,0.93827208816
607,0.482,-0.03,5.33,112.5,deg,d4SigUU,0.00313,nb GeV^-4,0.00024,+0.000099/-0.000170,Hall A,e-,8.85,p,0.93827208816
608,0.482,-0.03,5.33,127.5,deg,d4SigUU,0.00293,nb GeV^-4,0.00022,+0.000110/-0.000097,Hall A,e-,8.85,p,0.93827208816
609,0.482,-0.03,5.33,142.5,deg,d4SigUU,0.00271,nb GeV^-4,0.00022,+0.000087/-0.000140,Hall A,e-,8.85,p,0.93827208816
610,0.482,-0.03,5.33,157.5,deg,d4SigUU,0.00268,nb GeV^-4,0.00022,+0.000140/-0.000140,Hall A,e-,8.85,p,0.93827208816
611,0.482,-0.03,5.33,172.5,deg,d4SigUU,0.00244,nb GeV^-4,0.00022,+0.000100/-0.000110,Hall A,e-,8.85,p,0.93827208816
612,0.482,-0.03,5.33,187.5,deg,d4SigUU,0.00259,nb GeV^-4,0.00022,+0.000150/-0.000080,Hall A,e-,8.85,p,0.93827208816
613,0.482,-0.03,5.33,202.5,deg,d4SigUU,0.00273,nb GeV^-4,0.00022,+0.000160/-0.000110,Hall A,e-,8.85,p,0.93827208816
614,0.482,-0.03,5.33,217.5,deg,d4SigUU,0.00263,nb GeV^-4,0.00021,+0.000130/-0.000088,Hall A,e-,8.85,p,0.93827208816
615,0.482,-0.03,5.33,232.5,deg,d4SigUU,0.00292,nb GeV^-4,0.00023,+0.000150/-0.000110,Hall A,e-,8.85,p,0.93827208816
616,0.482,-0.03,5.33,247.5,deg,d4SigUU,0.00292,nb GeV^-4,0.00023,+0.000170/-0.000100,Hall A,e-,8.85,p,0.93827208816
617,0.482,-0.03,5.33,262.5,deg,d4SigUU,0.00377,nb GeV^-4,0.00026,+0.000120/-0.000180,Hall A,e-,8.85,p,0.93827208816
618,0.482,-0.03,5.33,277.5,deg,d4SigUU,0.00362,nb GeV^-4,0.00027,+0.000120/-0.000170,Hall A,e-,8.85,p,0.93827208816
619,0.482,-0.03,5.33,292.5,deg,d4SigUU,0.00367,nb GeV^-4,0.00026,+0.000150/-0.000130,Hall A,e-,8.85,p,0.93827208816
620,0.482,-0.03,5.33,307.5,deg,d4SigUU,0.00365,nb GeV^-4,0.00026,+0.000160/-0.000170,Hall A,e-,8.85,p,0.93827208816
621,0.482,-0.03,5.33,322.5,deg,d4SigUU,0.00427,nb GeV^-4,0.00029,+0.000170/-0.000210,Hall A,e-,8.85,p,0.93827208816
622,0.482,-0.03,5.33,337.5,deg,d4SigUU,0.00419,nb GeV^-4,0.00028,+0.000130/-0.000150,Hall A,e-,8.85,p,0.93827208816
623,0.482,-0.03,5.33,352.5,deg,d4SigUU,0.00424,nb GeV^-4,0.00029,+0.000170/-0.000150,Hall A,e-,8.85,p,0.93827208816
624,0.483,-0.0882,5.34,7.5,deg,d4SigUU,0.00447,nb GeV^-4,0.00037,+0.000170/-0.000280,Hall A,e-,8.85,p,0.93827208816
625,0.483,-0.0882,5.34,22.5,deg,d4SigUU,0.00394,nb GeV^-4,0.00033,+0.000220/-0.000130,Hall A,e-,8.85,p,0.93827208816
626,0.483,-0.0882,5.34,37.5,deg,d4SigUU,0.00354,nb GeV^-4,0.00029,+0.000130/-0.000110,Hall A,e-,8.85,p,0.93827208816
627,0.483,-0.0882,5.34,52.5,deg,d4SigUU,0.003,nb GeV^-4,0.00024,+0.000160/-0.000160,Hall A,e-,8.85,p,0.93827208816
628,0.483,-0.0882,5.34,67.5,deg,d4SigUU,0.00276,nb GeV^-4,0.00023,+0.000120/-0.000120,Hall A,e-,8.85,p,0.93827208816
629,0.483,-0.0882,5.34,82.5,deg,d4SigUU,0.00248,nb GeV^-4,0.00023,+0.000160/-0.000090,Hall A,e-,8.85,p,0.93827208816
630,0.483,-0.0882,5.34,97.5,deg,d4SigUU,0.00236,nb GeV^-4,0.00021,+0.000087/-0.000100,Hall A,e-,8.85,p,0.93827208816
631,0.483,-0.0882,5.34,112.5,deg,d4SigUU,0.00196,nb GeV^-4,0.00019,+0.000099/-0.000084,Hall A,e-,8.85,p,0.93827208816
632,0.483,-0.0882,5.34,127.5,deg,d4SigUU,0.00186,nb GeV^-4,0.00018,+0.000130/-0.000063,Hall A,e-,8.85,p,0.93827208816
633,0.483,-0.0882,5.34,142.5,deg,d4SigUU,0.00197,nb GeV^-4,0.00019,+0.000140/-0.000062,Hall A,e-,8.85,p,0.93827208816
634,0.483,-0.0882,5.34,157.5,deg,d4SigUU,0.00181,nb GeV^-4,0.00018,+0.000120/-0.000054,Hall A,e-,8.85,p,0.93827208816
635,0.483,-0.0882,5.34,172.5,deg,d4SigUU,0.00218,nb GeV^-4,0.0002,+0.000082/-0.000140,Hall A,e-,8.85,p,0.93827208816
636,0.483,-0.0882,5.34,187.5,deg,d4SigUU,0.00205,nb GeV^-4,0.00019,+0.000079/-0.000100,Hall A,e-,8.85,p,0.93827208816
637,0.483,-0.0882,5.34,202.5,deg,d4SigUU,0.00221,nb GeV^-4,0.0002,+0.000220/-0.000100,Hall A,e-,8.85,p,0.93827208816
638,0.483,-0.0882,5.34,217.5,deg,d4SigUU,0.00186,nb GeV^-4,0.00019,+0.000110/-0.000069,Hall A,e-,8.85,p,0.93827208816
639,0.483,-0.0882,5.34,232.5,deg,d4SigUU,0.00231,nb GeV^-4,0.00022,+0.000075/-0.000160,Hall A,e-,8.85,p,0.93827208816
640,0.483,-0.0882,5.34,247.5,deg,d4SigUU,0.00261,nb GeV^-4,0.00022,+0.000099/-0.000093,Hall A,e-,8.85,p,0.93827208816
641,0.483,-0.0882,5.34,262.5,deg,d4SigUU,0.00256,nb GeV^-4,0.00022,+0.000100/-0.000120,Hall A,e-,8.85,p,0.93827208816
642,0.483,-0.0882,5.34,277.5,deg,d4SigUU,0.00263,nb GeV^-4,0.00024,+0.000180/-0.000081,Hall A,e-,8.85,p,0.93827208816
643,0.483,-0.0882,5.34,292.5,deg,d4SigUU,0.00329,nb GeV^-4,0.00025,+0.000240/-0.000150,Hall A,e-,8.85,p,0.93827208816
644,0.483,-0.0882,5.34,307.5,deg,d4SigUU,0.00341,nb GeV^-4,0.00027,+0.000180/-0.000170,Hall A,e-,8.85,p,0.93827208816
645,0.483,-0.0882,5.34,322.5,deg,d4SigUU,0.00375,nb GeV^-4,0.00029,+0.000160/-0.000130,Hall A,e-,8.85,p,0.93827208816
646,0.483,-0.0882,5.34,337.5,deg,d4SigUU,0.004,nb GeV^-4,0.00033,+0.000140/-0.000180,Hall A,e-,8.85,p,0.93827208816
647,0.483,-0.0882,5.34,352.5,deg,d4SigUU,0.00413,nb GeV^-4,0.00036,+0.000280/-0.000130,Hall A,e-,8.85,p,0.93827208816
648,0.485,-0.147,5.36,7.5,deg,d4SigUU,0.00376,nb GeV^-4,0.00057,+0.000270/-0.000300,Hall A,e-,8.85,p,0.93827208816
649,0.485,-0.147,5.36,22.5,deg,d4SigUU,0.00291,nb GeV^-4,0.00044,+0.000170/-0.000089,Hall A,e-,8.85,p,0.93827208816
650,0.485,-0.147,5.36,37.5,deg,d4SigUU,0.00303,nb GeV^-4,0.00032,+0.000180/-0.000180,Hall A,e-,8.85,p,0.93827208816
651,0.485,-0.147,5.36,52.5,deg,d4SigUU,0.00264,nb GeV^-4,0.00025,+0.000180/-0.000094,Hall A,e-,8.85,p,0.93827208816
652,0.485,-0.147,5.36,67.5,deg,d4SigUU,0.00243,nb GeV^-4,0.00023,+0.000120/-0.000095,Hall A,e-,8.85,p,0.93827208816
653,0.485,-0.147,5.36,82.5,deg,d4SigUU,0.00186,nb GeV^-4,0.0002,+0.000090/-0.000090,Hall A,e-,8.85,p,0.93827208816
654,0.485,-0.147,5.36,97.5,deg,d4SigUU,0.00216,nb GeV^-4,0.00021,+0.000082/-0.000082,Hall A,e-,8.85,p,0.93827208816
655,0.485,-0.147,5.36,112.5,deg,d4SigUU,0.00189,nb GeV^-4,0.00019,+0.000060/-0.000090,Hall A,e-,8.85,p,0.93827208816
656,0.485,-0.147,5.36,127.5,deg,d4SigUU,0.00142,nb GeV^-4,0.00017,+0.000074/-0.000110,Hall A,e-,8.85,p,0.93827208816
657,0.485,-0.147,5.36,142.5,deg,d4SigUU,0.00154,nb GeV^-4,0.00017,+0.000076/-0.000055,Hall A,e-,8.85,p,0.93827208816
658,0.485,-0.147,5.36,157.5,deg,d4SigUU,0.00178,nb GeV^-4,0.00018,+0.000140/-0.000096,Hall A,e-,8.85,p,0.93827208816
659,0.485,-0.147,5.36,172.5,deg,d4SigUU,0.00163,nb GeV^-4,0.00018,+0.000094/-0.000070,Hall A,e-,8.85,p,0.93827208816
660,0.485,-0.147,5.36,187.5,deg,d4SigUU,0.00175,nb GeV^-4,0.00019,+0.000066/-0.000100,Hall A,e-,8.85,p,0.93827208816
661,0.485,-0.147,5.36,202.5,deg,d4SigUU,0.0018,nb GeV^-4,0.00019,+0.000067/-0.000097,Hall A,e-,8.85,p,0.93827208816
662,0.485,-0.147,5.36,217.5,deg,d4SigUU,0.00151,nb GeV^-4,0.00019,+0.000075/-0.000054,Hall A,e-,8.85,p,0.93827208816
663,0.485,-0.147,5.36,232.5,deg,d4SigUU,0.00187,nb GeV^-4,0.00021,+0.000090/-0.000160,Hall A,e-,8.85,p,0.93827208816
664,0.485,-0.147,5.36,247.5,deg,d4SigUU,0.0018,nb GeV^-4,0.0002,+0.000062/-0.000081,Hall A,e-,8.85,p,0.93827208816
665,0.485,-0.147,5.36,262.5,deg,d4SigUU,0.00237,nb GeV^-4,0.00022,+0.000087/-0.000100,Hall A,e-,8.85,p,0.93827208816
666,0.485,-0.147,5.36,277.5,deg,d4SigUU,0.00251,nb GeV^-4,0.00024,+0.000230/-0.000120,Hall A,e-,8.85,p,0.93827208816
667,0.485,-0.147,5.36,292.5,deg,d4SigUU,0.00292,nb GeV^-4,0.00025,+0.000100/-0.000150,Hall A,e-,8.85,p,0.93827208816
668,0.485,-0.147,5.36,307.5,deg,d4SigUU,0.00296,nb GeV^-4,0.00027,+0.000140/-0.000094,Hall A,e-,8.85,p,0.93827208816
669,0.485,-0.147,5.36,322.5,deg,d4SigUU,0.00331,nb GeV^-4,0.00036,+0.000150/-0.000170,Hall A,e-,8.85,p,0.93827208816
670,0.485,-0.147,5.36,337.5,deg,d4SigUU,0.00329,nb GeV^-4,0.00044,+0.000320/-0.000130,Hall A,e-,8.85,p,0.93827208816
671,0.485,-0.147,5.36,352.5,deg,d4SigUU,0.00377,nb GeV^-4,0.00058,+0.000220/-0.000240,Hall A,e-,8.85,p,0.93827208816
672,0.486,-0.206,5.37,7.5,deg,d4SigUU,0.00335,nb GeV^-4,0.0011,+0.000420/-0.000220,Hall A,e-,8.85,p,0.93827208816
673,0.486,-0.206,5.37,22.5,deg,d4SigUU,0.00206,nb GeV^-4,0.00062,+0.000086/-0.000270,Hall A,e-,8.85,p,0.93827208816
674,0.486,-0.206,5.37,37.5,deg,d4SigUU,0.0027,nb GeV^-4,0.00043,+0.000110/-0.000150,Hall A,e-,8.85,p,0.93827208816
675,0.486,-0.206,5.37,52.5,deg,d4SigUU,0.00247,nb GeV^-4,0.00029,+0.000074/-0.000190,Hall A,e-,8.85,p,0.93827208816
676,0.486,-0.206,5.37,67.5,deg,d4SigUU,0.00203,nb GeV^-4,0.00023,+0.000064/-0.000120,Hall A,e-,8.85,p,0.93827208816
677,0.486,-0.206,5.37,82.5,deg,d4SigUU,0.00182,nb GeV^-4,0.0002,+0.000110/-0.000081,Hall A,e-,8.85,p,0.93827208816
678,0.486,-0.206,5.37,97.5,deg,d4SigUU,0.00163,nb GeV^-4,0.00019,+0.000130/-0.000094,Hall A,e-,8.85,p,0.93827208816
679,0.486,-0.206,5.37,112.5,deg,d4SigUU,0.00139,nb GeV^-4,0.00018,+0.000150/-0.000058,Hall A,e-,8.85,p,0.93827208816
680,0.486,-0.206,5.37,127.5,deg,d4SigUU,0.00198,nb GeV^-4,0.00019,+0.000092/-0.000110,Hall A,e-,8.85,p,0.93827208816
681,0.486,-0.206,5.37,142.5,deg,d4SigUU,0.00143,nb GeV^-4,0.00017,+0.000052/-0.000044,Hall A,e-,8.85,p,0.93827208816
682,0.486,-0.206,5.37,157.5,deg,d4SigUU,0.00147,nb GeV^-4,0.00017,+0.000060/-0.000049,Hall A,e-,8.85,p,0.93827208816
